x_local,y_local
0.0,0.0
0.3018867924528302,0.0
0.6037735849056604,0.0
0.9056603773584906,0.0
1.2075471698113207,0.0
1.5094339622641508,0.0
1.8113207547169812,0.0
2.1132075471698113,0.0
2.4150943396226414,0.0
2.7169811320754715,0.0
3.0188679245283017,0.0
3.320754716981132,0.0
3.6226415094339623,0.0
3.9245283018867925,0.0
4.226415094339623,0.0
4.528301886792453,0.0
4.830188679245283,0.0
5.132075471698113,0.0
5.433962264150943,0.0
5.735849056603773,0.0
6.037735849056603,0.0
6.339622641509433,0.0
6.641509433962264,0.0
6.943396226415094,0.0
7.245283018867925,0.0
7.547169811320755,0.0
7.849056603773585,0.0
8.150943396226415,0.0
8.452830188679245,0.0
8.754716981132075,0.0
9.056603773584905,0.0
9.358490566037736,0.0
9.660377358490566,0.0
9.962264150943396,0.0
10.264150943396226,0.0
10.566037735849056,0.0
10.867924528301886,0.0
11.169811320754716,0.0
11.471698113207546,0.0
11.773584905660377,0.0
12.075471698113207,0.0
12.377358490566037,0.0
12.679245283018867,0.0
12.981132075471697,0.0
13.283018867924527,0.0
13.584905660377357,0.0
13.886792452830187,0.0
14.188679245283017,0.0
14.49056603773585,0.0
14.79245283018868,0.0
15.09433962264151,0.0
15.39622641509434,0.0
15.69811320754717,0.0
16.0,0.0
16.30188679245283,0.0
16.60377358490566,0.0
16.90566037735849,0.0
17.20754716981132,0.0
17.50943396226415,0.0
17.81132075471698,0.0
18.11320754716981,0.0
18.41509433962264,0.0
18.71698113207547,0.0
19.0188679245283,0.0
19.32075471698113,0.0
19.62264150943396,0.0
19.92452830188679,0.0
20.22641509433962,0.0
20.528301886792452,0.0
20.830188679245282,0.0
21.132075471698112,0.0
21.433962264150942,0.0
21.735849056603772,0.0
22.037735849056602,0.0
22.339622641509433,0.0
22.641509433962263,0.0
22.943396226415093,0.0
23.245283018867923,0.0
23.547169811320753,0.0
23.849056603773583,0.0
24.150943396226413,0.0
24.452830188679243,0.0
24.754716981132074,0.0
25.056603773584904,0.0
25.358490566037734,0.0
25.660377358490564,0.0
25.962264150943394,0.0
26.264150943396224,0.0
26.566037735849054,0.0
26.867924528301884,0.0
27.169811320754715,0.0
27.471698113207545,0.0
27.773584905660375,0.0
28.075471698113205,0.0
28.377358490566035,0.0
28.679245283018865,0.0
28.9811320754717,0.0
29.28301886792453,0.0
29.58490566037736,0.0
29.88679245283019,0.0
30.18867924528302,0.0
30.49056603773585,0.0
30.79245283018868,0.0
31.09433962264151,0.0
31.39622641509434,0.0
31.69811320754717,0.0
32.0,0.0
32.30188679245283,0.0
32.60377358490566,0.0
32.90566037735849,0.0
33.20754716981132,0.0
33.50943396226415,0.0
33.81132075471698,0.0
34.11320754716981,0.0
34.41509433962264,0.0
34.71698113207547,0.0
35.0188679245283,0.0
35.32075471698113,0.0
35.62264150943396,0.0
35.92452830188679,0.0
36.22641509433962,0.0
36.52830188679245,0.0
36.83018867924528,0.0
37.13207547169811,0.0
37.43396226415094,0.0
37.73584905660377,0.0
38.0377358490566,0.0
38.33962264150943,0.0
38.64150943396226,0.0
38.943396226415096,0.0
39.24528301886792,0.0
39.54716981132076,0.0
39.84905660377358,0.0
40.15094339622642,0.0
40.45283018867924,0.0
40.75471698113208,0.0
41.056603773584904,0.0
41.35849056603774,0.0
41.660377358490564,0.0
41.9622641509434,0.0
42.264150943396224,0.0
42.56603773584906,0.0
42.867924528301884,0.0
43.16981132075472,0.0
43.471698113207545,0.0
43.77358490566038,0.0
44.075471698113205,0.0
44.37735849056604,0.0
44.679245283018865,0.0
44.9811320754717,0.0
