x,y,type
0.0,0.0,entrance
0.455802844097073,0.2631578947368421,entrance
0.911605688194146,0.5263157894736842,entrance
1.367408532291219,0.7894736842105263,entrance
1.823211376388292,1.0526315789473684,entrance
2.279014220485365,1.3157894736842104,entrance
2.734817064582438,1.5789473684210527,entrance
3.190619908679511,1.8421052631578947,entrance
3.646422752776584,2.1052631578947367,entrance
4.102225596873657,2.3684210526315788,entrance
4.55802844097073,2.631578947368421,entrance
5.013831285067803,2.894736842105263,entrance
5.469634129164876,3.1578947368421053,entrance
5.925436973261949,3.4210526315789473,entrance
6.381239817359022,3.6842105263157894,entrance
6.837042661456095,3.9473684210526314,entrance
7.292845505553168,4.2105263157894735,entrance
7.748648349650241,4.473684210526316,entrance
8.204451193747314,4.7368421052631575,entrance
8.660254037844387,5.0,entrance
8.660254037844387,5.0,row
9.164893518298285,5.0,row
9.669532998752183,5.0,row
10.174172479206081,5.0,row
10.678811959659981,5.0,row
11.18345144011388,5.0,row
11.688090920567777,5.0,row
12.192730401021675,5.0,row
12.697369881475574,5.0,row
13.202009361929473,5.0,row
13.706648842383371,5.0,row
14.21128832283727,5.0,row
14.715927803291168,5.0,row
15.220567283745066,5.0,row
15.725206764198965,5.0,row
16.22984624465286,5.0,row
16.73448572510676,5.0,row
17.23912520556066,5.0,row
17.743764686014558,5.0,row
18.248404166468458,5.0,row
18.753043646922357,5.0,row
19.257683127376254,5.0,row
19.76232260783015,5.0,row
20.26696208828405,5.0,row
20.77160156873795,5.0,row
21.276241049191846,5.0,row
21.780880529645746,5.0,row
22.285520010099646,5.0,row
22.790159490553542,5.0,row
23.294798971007438,5.0,row
23.79943845146134,5.0,row
24.304077931915238,5.0,row
24.808717412369134,5.0,row
25.313356892823037,5.0,row
25.817996373276934,5.0,row
26.32263585373083,5.0,row
26.827275334184726,5.0,row
27.33191481463863,5.0,row
27.836554295092526,5.0,row
28.341193775546422,5.0,row
28.845833256000326,5.0,row
29.350472736454222,5.0,row
29.85511221690812,5.0,row
30.35975169736202,5.0,row
30.864391177815918,5.0,row
31.369030658269814,5.0,row
31.87367013872371,5.0,row
32.378309619177614,5.0,row
32.88294909963151,5.0,row
33.387588580085406,5.0,row
33.89222806053931,5.0,row
34.396867540993206,5.0,row
34.9015070214471,5.0,row
35.406146501901,5.0,row
35.9107859823549,5.0,row
36.4154254628088,5.0,row
36.920064943262695,5.0,row
37.4247044237166,5.0,row
37.929343904170494,5.0,row
38.43398338462439,5.0,row
38.938622865078294,5.0,row
39.44326234553219,5.0,row
39.94790182598609,5.0,row
40.45254130643998,5.0,row
40.957180786893886,5.0,row
41.46182026734778,5.0,row
41.966459747801686,5.0,row
42.47109922825558,5.0,row
42.97573870870948,5.0,row
43.480378189163375,5.0,row
43.98501766961728,5.0,row
44.489657150071174,5.0,row
44.99429663052507,5.0,row
45.498936110978974,5.0,row
46.00357559143287,5.0,row
46.50821507188677,5.0,row
47.01285455234067,5.0,row
47.517494032794566,5.0,row
48.02213351324846,5.0,row
48.52677299370236,5.0,row
49.03141247415626,5.0,row
49.53605195461016,5.0,row
50.040691435064055,5.0,row
50.54533091551796,5.0,row
51.049970395971854,5.0,row
51.55460987642575,5.0,row
52.059249356879654,5.0,row
52.56388883733355,5.0,row
53.06852831778745,5.0,row
53.57316779824134,5.0,row
54.077807278695246,5.0,row
54.58244675914914,5.0,row
55.08708623960304,5.0,row
55.59172572005694,5.0,row
56.09636520051084,5.0,row
56.601004680964735,5.0,row
57.10564416141863,5.0,row
57.610283641872535,5.0,row
58.11492312232643,5.0,row
58.61956260278033,5.0,row
59.12420208323423,5.0,row
59.62884156368813,5.0,row
60.13348104414202,5.0,row
60.63812052459593,5.0,row
61.14276000504982,5.0,row
61.64739948550372,5.0,row
62.152038965957615,5.0,row
62.65667844641152,5.0,row
63.161317926865415,5.0,row
63.66595740731931,5.0,row
64.17059688777321,5.0,row
64.6752363682271,5.0,row
65.17987584868101,5.0,row
65.68451532913491,5.0,row
66.1891548095888,5.0,row
66.6937942900427,5.0,row
67.19843377049659,5.0,row
67.7030732509505,5.0,row
68.2077127314044,5.0,row
68.71235221185829,5.0,row
69.21699169231219,5.0,row
69.7216311727661,5.0,row
70.22627065321998,5.0,row
70.73091013367389,5.0,row
71.23554961412779,5.0,row
71.74018909458168,5.0,row
72.24482857503558,5.0,row
72.74946805548947,5.0,row
73.25410753594338,5.0,row
73.75874701639728,5.0,row
74.26338649685117,5.0,row
74.76802597730507,5.0,row
75.27266545775898,5.0,row
75.77730493821286,5.0,row
76.28194441866677,5.0,row
76.78658389912067,5.0,row
77.29122337957456,5.0,row
77.79586286002846,5.0,row
78.30050234048235,5.0,row
78.80514182093626,5.0,row
79.30978130139016,5.0,row
79.81442078184405,5.0,row
80.31906026229795,5.0,row
80.82369974275186,5.0,row
81.32833922320575,5.0,row
81.83297870365965,5.0,row
82.33761818411355,5.0,row
82.84225766456744,5.0,row
83.34689714502134,5.0,row
83.85153662547525,5.0,row
84.35617610592914,5.0,row
84.86081558638304,5.0,row
85.36545506683694,5.0,row
85.87009454729083,5.0,row
86.37473402774474,5.0,row
86.87937350819864,5.0,row
87.38401298865253,5.0,row
87.88865246910643,5.0,row
88.39329194956032,5.0,row
88.89793143001422,5.0,row
89.40257091046813,5.0,row
89.90721039092202,5.0,row
90.41184987137592,5.0,row
90.91648935182982,5.0,row
91.42112883228371,5.0,row
91.92576831273762,5.0,row
92.43040779319152,5.0,row
92.93504727364541,5.0,row
93.43968675409931,5.0,row
93.94432623455322,5.0,row
94.4489657150071,5.0,row
94.95360519546101,5.0,row
95.45824467591491,5.0,row
95.9628841563688,5.0,row
96.4675236368227,5.0,row
96.9721631172766,5.0,row
97.4768025977305,5.0,row
97.9814420781844,5.0,row
98.48608155863829,5.0,row
98.9907210390922,5.0,row
99.4953605195461,5.0,row
100.0,5.0,row
100.0,5.0,turn
100.51422888205313,5.002361855318811,turn
101.02841437297779,5.00944722197963,turn
101.54251308530692,5.021255502112375,turn
102.05648163889589,5.037785699323003,turn
102.570276664583,5.059036418777551,turn
103.08385480784902,5.085005867319837,turn
103.59717273247544,5.115691853622764,turn
104.11018712420127,5.151091788373264,turn
104.6228546943779,5.191202684490724,turn
105.13513218362189,5.236021157379096,turn
105.64697636546515,5.285543425212458,turn
